RSID	#STUDY	PVALUE_FE	BETA_FE	STD_FE	PVALUE_RE	BETA_RE	STD_RE	PVALUE_RE2	STAT1_RE2	STAT2_RE2	PVALUE_BE	I_SQUARE	Q	PVALUE_Q	TAU_SQUARE	PVALUES_OF_STUDIES(Tab_delimitered)	MVALUES_OF_STUDIES(Tab_delimitered)
1	40	0	0.0790081	0.00665326	6.92601E-06	0.0817044	0.0181729	0	141.018	109.59	NA	81.2987	208.542	0	0.00786279	1.05376E-08	1.46515E-08	1.79873E-08	1.14442E-07	1.14107E-08	9.28233E-08	3.36939E-06	3.77047E-05	1.56817E-08	2.13959E-08	0.463134	0.945341	0.0610758	0.545954	0.000114452	0.00603668	0.100451	0.0154097	0.0114328	0.017925	0.781248	0.377395	0.890297	0.303773	0.447693	0.169854	0.387267	0.642374	0.0281067	0.889587	0.73129	0.944608	0.67586	0.679433	1	0.783716	0.132765	0.542815	0.782933	0.306486	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.999	1.000	1.000	0.486	0.277	0.767	0.169	0.971	0.901	0.721	0.858	0.884	0.857	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.371	0.286	0.210	0.209	0.302	0.356	0.073	0.165	0.365	0.114	
2	40	0	0.0922862	0.00666014	1.03561E-08	0.095197	0.0166289	0	192.002	72.713	NA	77.3163	171.93	0	0.00617758	7.96439E-06	9.39459E-07	4.3262E-08	2.39177E-08	1.18648E-08	1.16818E-08	3.04041E-08	1.21499E-08	5.04047E-08	9.54462E-08	0.0123499	0.00398731	0.455543	0.736486	0.00371588	0.00111115	0.259531	0.0787092	0.0130463	0.000408457	0.645223	0.420637	0.987702	0.665945	0.361493	0.252983	0.804704	0.768773	0.0157124	0.414333	0.892329	0.633126	0.334131	0.335943	0.729831	0.483204	0.188767	0.673289	1	0.405911	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.883	0.919	0.508	0.233	0.922	0.948	0.623	0.769	0.887	0.963	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.318	0.000	0.273	0.209	0.582	0.133	0.236	0.177	0.095	0.230	0.308	0.151	
3	40	0	0.0887202	0.00664909	6.37656E-08	0.0957377	0.0177033	0	178.041	94.2706	NA	80.251	197.478	0	0.00734027	5.00503E-07	3.00294E-08	1.76815E-08	2.6237E-08	3.29247E-08	1.84358E-08	2.55316E-08	1.6229E-08	4.73078E-08	8.34727E-08	0.251226	0.00262925	0.134119	0.000346953	0.000135674	0.160856	0.0168523	0.464378	0.0462368	0.00168324	0.817021	0.517179	0.781024	0.656757	0.125218	0.477413	0.51694	0.677719	0.218097	0.829176	0.071963	0.784845	0.73609	0.576426	0.635968	1	0.946085	0.40772	0.585727	0.491841	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.623	0.934	0.716	0.966	0.976	0.692	0.879	0.501	0.815	0.944	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.001	0.000	0.052	0.373	0.226	0.463	0.195	0.311	0.312	0.142	0.188	0.160	
4	40	0	0.0936634	0.0066593	7.00597E-10	0.108947	0.0176691	0	197.825	97.0124	NA	80.0788	195.771	0	0.00728374	1.86423E-08	1.20187E-08	1.41047E-07	1.60151E-08	1.00982E-08	1.30742E-08	3.89961E-07	1.52981E-08	1.18042E-08	2.15671E-08	0.226953	0.340257	0.0810645	0.0153332	0.0658379	0.115738	0.000668977	0.00038291	0.0111944	0.000423908	0.0926781	0.770052	0.354454	0.0949334	0.301749	0.840843	0.370723	0.97531	0.0709125	0.54587	0.540122	0.56607	0.413657	0.457743	0.94379	0.0926635	0.0566657	0.302139	0.327378	0.538712	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.688	0.633	0.811	0.909	0.821	0.773	0.970	0.975	0.913	0.972	0.008	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.012	0.000	0.525	0.235	0.171	0.562	0.335	0.793	0.835	0.136	0.622	0.206	
5	40	0	0.0867193	0.006659	3.36901E-08	0.0937578	0.0169817	0	169.595	90.0502	NA	78.354	180.172	0	0.00655804	1.2775E-08	1.45684E-06	3.6441E-07	1.41836E-08	1.22812E-08	2.40087E-07	1.25467E-08	2.70252E-08	1.32129E-07	4.17692E-08	2.5094E-05	0.30975	0.50624	0.32104	0.185024	0.00542763	0.0028904	0.10621	0.789746	0.0525861	0.545555	0.172939	0.733841	0.975429	0.926539	0.372211	0.600599	0.46688	0.370769	0.154987	0.581661	0.240494	0.451648	0.781293	0.891792	0.675232	0.627423	0.945241	0.781293	0.272395	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.982	0.599	0.484	0.581	0.674	0.920	0.930	0.748	0.246	0.809	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.202	0.638	0.165	0.388	0.350	0.227	0.445	0.330	0.396	0.612	
6	40	0	0.0849611	0.00666209	2.83764E-06	0.0799501	0.0170752	0	162.637	98.5516	NA	78.572	182.005	0	0.00664947	1.58097E-08	7.63896E-07	1.2158E-08	3.74149E-08	3.64366E-08	4.67015E-08	2.57222E-08	2.75905E-08	2.50682E-08	2.82794E-08	0.255562	0.784475	0.839987	0.0482115	0.890231	0.317804	0.0438559	0.00287773	0.387881	0.64193	0.938298	0.876695	0.27753	0.0237102	0.122871	0.30831	0.0297532	0.712904	0.276573	0.733469	0.783328	0.945907	0.627423	0.945241	0.0947	0.335043	0.730325	0.890839	0.446576	0.412022	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.571	0.339	0.320	0.779	0.310	0.100	0.780	0.916	0.500	0.380	0.000	0.000	0.000	0.152	0.006	0.000	0.000	0.000	0.000	0.000	0.221	0.255	0.186	0.265	0.703	0.523	0.354	0.311	0.145	0.135	
7	40	0	0.0897523	0.00664466	6.03336E-09	0.103438	0.0177856	0	182.451	99.5364	NA	80.4271	199.255	0	0.0074131	7.36668E-06	1.06859E-08	2.82176E-08	3.48711E-08	7.13689E-08	1.35146E-08	1.37981E-08	3.76845E-08	2.19238E-08	2.10052E-06	0.162038	0.00247708	0.071907	0.00102467	0.0209295	0.00382499	0.533428	0.00716257	0.0941702	0.000163594	0.0587907	0.666826	0.273488	0.558163	0.0177652	0.0471381	0.0403959	0.381459	0.172163	0.782145	0.337705	0.732683	0.88915	0.621654	0.778165	0.333206	0.438092	0.626046	0.685181	0.216119	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.736	0.942	0.814	0.958	0.884	0.934	0.524	0.925	0.786	0.976	0.054	0.000	0.000	0.000	0.294	0.070	0.000	0.000	0.000	0.000	0.617	0.269	0.396	0.497	0.448	0.161	0.196	0.247	0.252	0.695	
8	40	0	0.0779807	0.0066506	1.18729E-05	0.076202	0.0173981	0	137.484	106.041	NA	79.4907	190.158	0	0.00700438	4.67015E-08	4.41399E-08	1.63893E-08	1.93555E-08	4.42183E-06	3.32834E-07	1.53845E-08	4.94432E-07	1.06587E-08	1.01377E-07	0.424464	0.00858929	0.159021	0.203209	0.789159	0.740764	0.45702	0.011633	0.892153	0.0595312	0.804796	0.456727	0.0808452	0.688701	0.559155	0.122478	0.322875	0.0455631	0.590295	0.864657	0.944826	0.536515	0.626046	0.150182	0.413657	1	0.447453	0.89123	0.339418	0.533428	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.490	0.878	0.653	0.620	0.350	0.356	0.473	0.864	0.311	0.763	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.271	0.172	0.201	0.076	0.502	0.294	0.151	0.323	0.532	0.444	
9	40	0	0.0895677	0.00665659	4.86238E-09	0.0956401	0.0163437	0	181.051	78.2789	NA	76.5044	165.989	0	0.00589517	1.18414E-08	3.15915E-06	2.02634E-08	1.30022E-08	2.24801E-06	1.47473E-08	1.02781E-08	1.23212E-07	3.02578E-08	2.42151E-08	0.0448064	0.000195011	0.181403	0.253441	0.054938	0.259531	0.052242	0.348001	0.447453	0.046027	0.901455	0.676151	0.387403	0.448666	0.601176	0.308678	0.987671	0.687168	0.518319	0.745758	0.782533	0.340257	0.274963	0.781293	0.672622	0.729329	0.363592	0.00364203	0.292502	0.538712	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.833	0.973	0.688	0.643	0.813	0.640	0.820	0.582	0.174	0.831	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.394	0.585	0.632	0.265	0.440	0.248	0.154	0.925	0.133	0.493	
10	40	0	0.0892033	0.00666934	1.2816E-09	0.103453	0.0170443	0	178.894	87.1855	NA	78.42	180.723	0	0.00660441	1.32234E-08	5.63711E-06	2.67692E-07	2.13436E-08	1.34009E-08	1.06796E-08	1.72412E-08	1.74367E-06	5.79158E-08	2.04311E-07	0.350788	0.00124105	0.0028316	0.0368593	9.02487E-05	0.0131828	0.124095	0.134119	0.00878789	0.945997	0.185307	0.96307	0.721415	0.975333	0.369804	0.596531	0.863904	0.888936	0.3626	0.0174335	0.0795517	0.945037	0.262042	0.580221	1	0.835842	0.783328	0.686124	0.401155	0.679433	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.620	0.955	0.941	0.851	0.982	0.911	0.763	0.741	0.914	0.378	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.322	0.799	0.388	0.671	0.239	0.365	0.321	0.300	0.473	0.592	0.476	
